ID;Nome;Incorporadora;Bairro;Cidade;UF;Endereco;Status;Area_Min_m2;Area_Max_m2;Preco_Min;Preco_Max;Quartos;Suites;Vagas;Previsao_Entrega;Contato_Nome;Telefone;Email;WhatsApp;Comissao_PJ_%;Comissao_PF_%;Total_Unidades;Andares;Unid_por_Andar;Estoque;Data_Lancamento;Descricao;Website;Qtd_Arquivos;Apresentacoes;Books;Folders;Tabelas;URL_Orulo
"80196";"Houston Residence";"Jota2F Construtora";"";"";"";"Rodolpho Senff Júnior";"Em construção";"22.59";"39.48";"205000";"";"";"";"";"";"Rodrigo Forlan";"(41) 98876-3899";"rodrigo.forlan@apolarcapaoraso.com.br";"(41) 98876-3899";"";"";"52";"";"";"32";"01/09/2025";"Na região mais completa do Novo Mundo, chega o residencial com a resposta para as suas perguntas. Para quem quer independência, para quem procura um ótimo negócio, para quem quer um rooftop com piscin";"";"2";"";"Houston_Residence_Book_Book_houston_residence.pdf";"";"Houston_Residence_Tabela_tabela_houston_residence_marco_2026.pdf";"https://www.orulo.com.br/buildings/80196"
"80197";"Saint Augustine Studios";"Jota2F Construtora";"";"";"";"Holanda";"Em construção";"18.09";"39.32";"245000";"";"";"";"";"";"Rodrigo Forlan";"(41) 98876-3899";"rodrigo.forlan@apolarcapaoraso.com.br";"(41) 98876-3899";"";"";"30";"";"";"6";"01/08/2025";"Um projeto inteligente para quem busca modernidade e conforto. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"";"Saint_Augustine_Studios_Book_Book_saint_augustine_studios.pdf";"";"Saint_Augustine_Studios_Tabela_tabela_saint_augustine_studios_marco_2026.pdf";"https://www.orulo.com.br/buildings/80197"
"80198";"Nilo";"FWD Incorporadora";"";"";"";"Nilo Peçanha";"Em construção";"16.52";"22.99";"225000";"";"";"";"";"";"Josué Dias";"(41) 99701-3433";"josue.dias@apolarseminario.com.br";"(41) 99701-3433";"";"";"36";"";"";"5";"01/11/2023";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"Nilo_Apresentação_Apresentacao_nilo.pdf";"";"";"Nilo_Tabela_tabela_nilo_marco_2026.pdf";"https://www.orulo.com.br/buildings/80198"
"80225";"Moov - Breve Lançamento";"Basesul";"";"";"";"Martim Afonso";"Em construção";"16.45";"44.81";"0.1";"";"";"";"";"";"Vânia Gomes - Coordenação Basesul";"(41) 98472-1038";"vania@basesul.com.br";"(41) 98472-1038";"7";"7";"";"";"";"1";"01/06/2026";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"";"https://www.orulo.com.br/buildings/80225"
"80229";"Avena - Breve Lançamento";"Axar Incorporadora";"";"";"";"Iapó";"Em construção";"21.88";"26.11";"0.1";"";"";"";"";"";"Fabiano";"(41) 99169-4578";"comercial@axarincorporadora.com.br";"(41) 99169-4578";"";"";"25";"";"";"25";"01/04/2026";"O Residencial Avena nasce para quem quer viver Curitiba de forma prática, inteligente e conectada. Com apenas 25 studios distribuídos em 4 pavimentos, cada detalhe foi pensado para aproveitar melhor o";"";"";"";"";"";"";"https://www.orulo.com.br/buildings/80229"
"80283";"Emaús";"DL Caires Construtora";"";"";"";"Gerônimo Muraro";"Em construção";"138.8";"176.66";"860560";"";"";"";"";"";"Fabiano";"(41) 99619-8727";"fcmenge@gmail.com";"(41) 99619-8727";"";"";"6";"";"";"4";"31/03/2024";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"";"";"";"Emas_Tabela_tabela_emaus_marco_2026.pdf";"https://www.orulo.com.br/buildings/80283"
"80384";"Aurora Garden";"Damiani";"";"";"";"Paulo Gorski";"Em construção";"285.22";"330.05";"3990000";"";"";"";"";"";"Central de Vendas";"(41) 98889-1284";"";"(41) 98889-1284";"";"";"8";"";"";"6";"07/03/2026";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"Aurora_Garden_Apresentação_Apresentacao_aurora_garden.pdf";"";"";"Aurora_Garden_Tabela_tabela_aurora_garden_marco_2026.pdf";"https://www.orulo.com.br/buildings/80384"
"80385";"Terrasse La Vie";"Terrasse";"";"";"";"João Rodolfo Schlenker";"Em construção";"71.72";"191.09";"909000";"";"";"";"";"";"Terrasse";"(41) 3254-4567";"contato@terrasse.com.br";"(41) 3254-4567";"4";"";"89";"";"";"88";"01/03/2026";"A vida não é feita apenas de dias que passam, mas de momentos que ficam. De manhãs calmas, de noites compartilhadas, de risos e recomeços, e por isso há lugares que nascem de um propósito e cada detal";"";"1";"";"";"";"Terrasse_La_Vie_Tabela_tabela_terrasse_la_vie_abril_2026.pdf";"https://www.orulo.com.br/buildings/80385"
"80592";"Schiller";"Casenge Construtora";"";"";"";"Schiller";"Em construção";"18.91";"35.22";"234513.99";"";"";"";"";"";"Werner (Apolar)";"(41) 99121-0185";"werner.winter@apolar.com.br";"(41) 99121-0185";"";"";"12";"";"";"11";"01/08/2025";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"Schiller_Tabela_tabela_schiller_marco_2026.pdf";"https://www.orulo.com.br/buildings/80592"
"80630";"Casa Giardine - Breve Lançamento";"Ledommo";"";"";"";"Raphael Papa";"Em construção";"247.05";"296.39";"0.1";"";"";"";"";"";"Lucas Poletto Cardoso";"(41) 98903-3268";"lucas@ledommo.com.br";"(41) 98903-3268";"4";"4";"11";"";"";"11";"15/04/2026";"Um novo parâmetro de qualidade para a vida residencial em Curitiba. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"Casa_Giardine_-_Breve_Lanamento_Book_Book_casa_giardine.pdf";"";"";"https://www.orulo.com.br/buildings/80630"
"80636";"Imai";"Paysage Corpal PR";"";"";"";"Ângelo Massignan";"Em construção";"251.77";"568.63";"1140337.8";"";"";"";"";"";"Maykol Irala";"(41) 9270-5163";"maykol.irala@paysagecorpal.com.br";"(41) 9270-5163";"";"";"32";"";"";"17";"01/11/2025";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"Imai_Tabela_tabela_imai_marco_2026.pdf";"https://www.orulo.com.br/buildings/80636"
"80637";"New Life 19";"Fontanive PR";"";"";"";"Riachuelo";"Em construção";"19.78";"53.32";"283000";"";"";"";"";"";"Manuela";"(41) 99846-4936";"house@fontanive.com.br";"(41) 99846-4936";"4";"";"130";"";"";"79";"01/12/2025";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"3";"New_Life_19_Apresentação_Apresentacao_new_life_19.pdf";"New_Life_19_Book_Book_new_life_19.pdf";"";"New_Life_19_Tabela_tabela_new_life_19_marco_2026.pdf";"https://www.orulo.com.br/buildings/80637"
"80666";"Móra Residencial";"Parati PR";"";"";"";"Rio Grande do Norte";"Em construção";"153.47";"163.45";"1258454";"";"";"";"";"";"Vinicius Semann";"(41) 98822-4571";"vinicius.semann@construtoraparati.com.br";"(41) 98822-4571";"";"";"6";"";"";"4";"01/03/2026";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"Mra_Residencial_Tabela_tabela_mora_residencial_marco_2026.pdf";"https://www.orulo.com.br/buildings/80666"
"80674";"Suíça Smart Campo Sales";"Suiça Flats Incorporações";"";"";"";"Campos Sales";"Em construção";"18.05";"32.6";"246257.05";"";"";"";"";"";"André Melo";"(41) 99661-2983";"contato@suicaflats.com.br";"(41) 99661-2983";"";"";"70";"";"";"39";"01/02/2026";"O projeto conta com 70 unidades, estrutura completa com plantas de 18 a 27m² bem distribuídos para o maior conforto dos hóspedes. O acabamento impecável traz qualidade e requinte em cada detalhe, os a";"";"1";"";"";"";"Sua_Smart_Campo_Sales_Tabela_tabela_suica_smart_campo_sales_marco_2026.pdf";"https://www.orulo.com.br/buildings/80674"
"80740";"Smart Paula Gomes - Breve Lançamento";"Suiça Flats Incorporações";"";"";"";"Paula Gomes";"Em construção";"20.48";"21.89";"0.1";"";"";"";"";"";"André Melo";"(41) 99661-2983";"contato@suicaflats.com.br";"(41) 99661-2983";"";"";"68";"";"";"68";"01/05/2026";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"";"";"";"";"";"https://www.orulo.com.br/buildings/80740"
"80921";"Retro Plano da Dornelles";"Dornelles";"";"";"";"Ubaldino do Amaral";"Em construção";"18.47";"39.21";"173250";"";"";"";"";"";"Pedro Carvalho";"(14) 99721-6166";"contato@dornellesinc.com";"(14) 99721-6166";"4";"4";"25";"";"";"11";"01/03/2026";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"";"Retro_Plano_da_Dornelles_Book_Book_retro_plano_da_dornelles.pdf";"";"Retro_Plano_da_Dornelles_Tabela_tabela_retro_plano_da_dornelles_marco_2026.pdf";"https://www.orulo.com.br/buildings/80921"
"80979";"Manhattan Wall Street";"Manhattan Empreendimentos Imobiliários";"";"";"";"Ubaldino do Amaral";"Em construção";"15.58";"30.55";"235000";"";"";"";"";"";"Lauana";"41 99947-2942";"engelhornlauana@gmail.com";"41 99947-2942";"4";"4";"136";"";"";"136";"01/03/2026";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"3";"";"Manhattan_Wall_Street_Book_Book_manhattan_wall_street.pdf";"";"Manhattan_Wall_Street_Tabela_tabela_manhattan_wall_street_abril_2026.pdf";"https://www.orulo.com.br/buildings/80979"
